Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE CARDOSO PROFESSOR,35045895,SP,Rio Claro,Urbana,A escola não está em área de localização diferenciada,Pública,"9, 2383 RUA. CONJUNTO HABITACIONAL ARCOIRIS CECAP. 13506-083 Rio Claro - SP.",(19) 35271605,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.3789175,-47.5490434
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VIRGILIO MARCONDES DE CASTRO PROFESSOR,35045913,SP,São João da Boa Vista,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIETA T A ASSUMPCAO, 80 RUA. NUCLEO DURVAL NICOLAU ETAPA 1. 13872-409 São João da Boa Vista - SP.",(19) 36232837,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-21.9779895,-46.8132715
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC CONSELHEIRO ANTONIO PRADO,35045937,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Pública,"CONEGO ANTONIO ROCATO, SN AVENIDA. LOT C AMARAIS. 13082-015 Campinas - SP.",(19) 32462888,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-22.8635906,-47.1015292
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CAMPINAS COLEGIO TECNICO DE UNICAMP,35045949,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CULTO A CIENCIA, 177 BOTAFOGO. 13020-060 Campinas - SP.",(19) 35219906,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-22.8646507,-47.0497055
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LIMEIRA COLEGIO TECNICO DE UNICAMP,35045950,SP,Limeira,Urbana,A escola não está em área de localização diferenciada,Pública,"PASCHOAL MARMO, 1888 RUA. JARDIM NOVA ITALIA. 13484-332 Limeira - SP.",(19) 21133301,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-22.5623056,-47.4247114
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC POLIVALENTE DE AMERICANA,35045962,SP,Americana,Urbana,A escola não está em área de localização diferenciada,Pública,"NOSSA SENHORA DE FATIMA, 567 AVENIDA. JARDIM NOSSA SENHORA DE FATIMA. 13478-540 Americana - SP.",(19) 34684071,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-22.7351365,-47.3148429
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC JOAO BAPTISTA DE LIMA FIGUEIREDO,35045974,SP,Mococa,Urbana,A escola não está em área de localização diferenciada,Pública,"AMERICO PEREIRA LIMA, SN AVENIDA. JARDIM LAVINIA. 13736-260 Mococa - SP.",(19) 36562052,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-21.4820815,-47.0083038
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC VASCO ANTONIO VENCHIARUTTI,35045986,SP,Jundiaí,Urbana,A escola não está em área de localização diferenciada,Pública,"ENGENHEIRO TASSO PINHEIRO, 700 AVENIDA. TERRA NOVA. 13210-045 Jundiaí - SP.",(11) 45873093,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.2359105,-46.8732872
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE BONIFACIO CTA UNESP CAMPUS JABOTICABAL,35045998,SP,Jaboticabal,Rural,A escola não está em área de localização diferenciada,Pública,"PROFESSOR PAULO DONATO CASTELLANE, KM 05 ZONA RURAL. 14884-900 Jaboticabal - SP.",(16) 32097461,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-21.246154,-48.29378167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARLOS AUGUSTO PATRICIO AMORIM PROF CTIG UNESP,35046000,SP,Guaratinguetá,Urbana,A escola não está em área de localização diferenciada,Pública,"ARIBERTO PEREIRA CUNHA, 333 AVENIDA. PEDREGULHO. 12516-410 Guaratinguetá - SP.",(12) 31232824,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-22.8028176,-45.1905353
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC LAURO GOMES,35046012,SP,São Bernardo do Campo,Urbana,A escola não está em área de localização diferenciada,Pública,"PEREIRA BARRETO, 400 AVENIDA. BAETA NEVES. 09751-000 São Bernardo do Campo - SP.",(11) 41252288,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.6960344,-46.5472772
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE APLICACAO DA FACULDADE DE EDUCACAO DA USP,35046024,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CIDADE UNIVERSITARIA, 220 BUTANTA. 05508-900 São Paulo - SP.",(11) 30913503,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5623887,-46.715124
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ARGEO PINTO DIAS ENG,35046059,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FALCAO PEREGRINO, 22 RUA. JARDIM SABIA. 04857-350 São Paulo - SP.",(11) 55265534,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.7828818,-46.6904871
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO AGGIO,35046061,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"HERCILIA GONCALVES DOS SANTOS, 16 RUA. GUARAPIRANGA. 04912-040 São Paulo - SP.",(11) 55146398,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.68465268,-46.74476146
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ERGILIA MICELLI PROFA,35046085,SP,Araraquara,Urbana,A escola não está em área de localização diferenciada,Pública,"DR JOSE DE FREITAS MADEIRA, SN RUA. JARDIM ROBERTO SELMI DEI. 14806-303 Araraquara - SP.",(16) 33244692,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-21.7402636,-48.1526507
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OSWALDO LUIZ SANCHES TOSCHI,35046097,SP,Praia Grande,Urbana,A escola não está em área de localização diferenciada,Pública,"SATURNINO DE BRITO, SN RUA. SITIO DO CAMPO. 11725-160 Praia Grande - SP.",(13) 34911245,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-24.0004536,-46.4293907
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JULIO SECCO DE CARVALHO,35046127,SP,Praia Grande,Urbana,A escola não está em área de localização diferenciada,Pública,"AMELLETTO FRANCESCHELLI, 286 RUA. SOLEMAR. 11709-140 Praia Grande - SP.",(13) 34932128,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-24.0775245,-46.5869408
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,THEODORA DE CAMARGO AYRES PROFESSORA,35046139,SP,Piedade,Urbana,A escola não está em área de localização diferenciada,Pública,"MARTHA ZANFIROW DE CAMARGO, 20 AVENIDA. JARDIM SAO BARTOLOMEU. 18170-000 Piedade - SP.",(15) 32442274,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.7056197,-47.425276
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO FACHADA PROF,35046152,SP,Franca,Urbana,A escola não está em área de localização diferenciada,Pública,"URSULA POUSA ARAUJO TORRES, 740 RUA. PARQUE VICENTE LEPORACE I. 14407-330 Franca - SP.",(16) 37048533,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-20.4978818,-47.41339
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OLGA CURY,35046164,SP,Santos,Urbana,A escola não está em área de localização diferenciada,Pública,"ALEXANDRE FLEMING, SN RUA. APARECIDA. 11040-010 Santos - SP.",(13) 32380172,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.9740698,-46.310756
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NEWTON PIMENTA NEVES PROFESSOR,35046176,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Pública,"SUACUNA, 16 AVENIDA. VILA AEROPORTO. 13054-105 Campinas - SP.",(19) 32667793,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-22.97536891,-47.12790602
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA APARECIDA FERREIRA PROFESSORA,35046188,SP,Poá,Urbana,A escola não está em área de localização diferenciada,Pública,"CRISCIUMA, 29 RUA. VILA CRISTELO. 08563-540 Poá - SP.",(11) 46381010,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5345415,-46.3478856
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CHOJIRO SEGAWA,35046197,SP,Suzano,Urbana,A escola não está em área de localização diferenciada,Pública,"INDIO TIBIRICA, 13114 PALMEIRAS DE SAO PAULO. 08630-000 Suzano - SP.",(11) 47426707,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.6497552,-46.3256004
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEDRO MOREIRA MATOS PROF,35046224,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"RAFAEL ZIMBARDI, 38 RUA. JARDIM NAIR. 08071-130 São Paulo - SP.",(11) 22979374,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.4906117,-46.44935
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FLAMINIO FAVERO PROFESSOR,35046243,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GENERAL PENHA BRASIL, 3001 AVENIDA. VILA NOVA CACHOEIRINHA. 02673-000 São Paulo - SP.",(11) 38513064,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.450685,-46.6778653
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARLOS BORBA PROFESSOR,35046255,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOANA PEDROSO DOS SANTOS, 101 RUA. JARDIM RODRIGO. 02990-060 São Paulo - SP.",(11) 39411130,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-23.4264393,-46.7265792
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO SYLVIO DA CUNHA BUENO,35046279,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANDREA FELICIANI, 501 RUA. CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA. 03591-020 São Paulo - SP.",(11) 27416339,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.5483545,-46.4811097
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO PEREIRA DE SOUZA FILHO PROF,35046292,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GONCALVES RIBEIRO, 50 RUA. PARQUE PAULISTANO. 08080-090 São Paulo - SP.",(11) 25817888,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.4823449,-46.4306454
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TERCIO MORAES PEREIRA REV,35046309,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PEDRO SOARES DE ANDRADE, 775 RUA. VILA ROSARIA. 08021-040 São Paulo - SP.",(11) 22978467,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,,-23.5018083,-46.4350502
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ARNALDO LAURINDO PROFESSOR,35046346,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ALTINO ALVES DE ABREU, 110 RUA. PARQUE SANTO ANTONIO. 05822-000 São Paulo - SP.",(11) 55146435,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.6635364,-46.7513562
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TIAGO ALBERIONE PADRE,35046358,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANGELO CRISTIANINI, 1434 AVENIDA. CIDADE JULIA. 04424-000 São Paulo - SP.",(11) 26588697,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.6900609,-46.6438287
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESTHER GARCIA PROFA EE,35046361,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO CARLOS BENJAMIM DOS SANTOS, 858 AVENIDA. JARDIM MYRNA. 04856-070 São Paulo - SP.",(11) 59284836,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.7478182,-46.69762
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,REPUBLICA DOMINICANA,35046401,SP,Arujá,Urbana,A escola não está em área de localização diferenciada,Pública,"NOSSA SENHORA APARECIDA, 255A JORDANOPOLIS. 07411-160 Arujá - SP.",(11) 46554420,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4052332,-46.3386417
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MAURICIO NAZAR PROFESSOR,35046413,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO DIAS, 247 RUA. PARQUE SANTOS DUMONT. 07152-230 Guarulhos - SP.",(11) 24670696,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4030009,-46.4669685
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HELIO POLESEL PROFESSOR,35046425,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"CORDEIROS, 20 RUA. VILA NOVA BONSUCESSO. 07175-130 Guarulhos - SP.",(11) 24362008,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.4072843,-46.3918107
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SALIME MUDEH PROFESSORA,35046437,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"SAGRES, 136 AVENIDA. JARDIM SAO JOAO. 07151-300 Guarulhos - SP.",(11) 24670116,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.4090579,-46.458593
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OSWALDO DE OLIVEIRA LIMA,35046450,SP,Suzano,Urbana,A escola não está em área de localização diferenciada,Pública,"PLANALTO, 200 RUA. JARDIM REVISTA. 08694-200 Suzano - SP.",(11) 47491261,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.5158357,-46.2967401
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIE NADER CALFAT PROFESSORA,35046462,SP,Diadema,Urbana,A escola não está em área de localização diferenciada,Pública,"OLMEIRO, 241 ANTIGO JARDIM AMALIA. CAMPANARIO. 09931-370 Diadema - SP.",(11) 40917323,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.6633664,-46.6252266
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIO LEANDRO PROFESSOR,35046486,SP,Ribeirão Pires,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO DICIERI, 100 RUA. ALIANCA. 09403-470 Ribeirão Pires - SP.",(11) 48254311,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.6920775,-46.4363717
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BENEDITO PAES SOBRINHO VEREADOR,35046498,SP,Caraguatatuba,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE DA COSTA PINHEIRO JUNIOR, 920 AVENIDA. PEREQUE MIRIM. 11668-000 Caraguatatuba - SP.",(12) 38881144,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.7058604,-45.4446291
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SANTINHO CARNAVALE,35046504,SP,Ribeirão Pires,Urbana,A escola não está em área de localização diferenciada,Pública,"REGENTE FEIJO, 670 RUA. RONCON. 09411-240 Ribeirão Pires - SP.",(11) 48237465,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.7212002,-46.3935565
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ISMAEL DA SILVA JUNIOR PROFESSOR,35046516,SP,São Bernardo do Campo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO BATISTA DE ALMEIDA, 230 RUA. TABOAO. 09661-040 São Bernardo do Campo - SP.",(11) 41781490,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-23.6599948,-46.597495
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LAERT DE ALMEIDA SAO BERNARDO PROFESSOR,35046565,SP,Taboão da Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"ODETE DOMINGUES MARQUES, 30 RUA. JARDIM SAINT MORITZ. 06787-170 Taboão da Serra - SP.",(11) 41384684,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.62474,-46.80542
